Date,Province_State,Population,Elapsed_Days,Percentage_Home
2020-05-16,Missouri,6137428.0,58,30.44344486198737
2020-05-16,Montana,1068778.0,62,29.337801932244762
2020-05-16,Nebraska,1934408.0,65,32.04787941279516
2020-05-16,Nevada,3080156.0,64,36.462587451536045
2020-05-16,New Hampshire,1359711.0,63,32.8599586261733
2020-05-16,New Jersey,8882190.0,63,38.58148714779754
2020-05-16,New Mexico,2096829.0,62,32.82802957199532
2020-05-16,New York,19453561.0,69,39.95176542498966
2020-05-16,North Carolina,10488084.0,60,28.97366980858789
2020-05-16,North Dakota,762062.0,59,27.527448367144252
2020-05-16,Ohio,11689100.0,60,31.365274694435282
2020-05-16,Oklahoma,3956971.0,58,28.06799883962028
2020-05-16,Oregon,4217737.0,65,38.776754787753184
2020-05-16,Pennsylvania,12801989.0,62,35.28244398822744
2020-05-16,Puerto Rico,3193694.0,56,51.132523573738744
2020-05-16,Rhode Island,1059361.0,64,35.26635276354641
2020-05-16,South Carolina,5148714.0,62,26.39932249153901
2020-05-16,South Dakota,884659.0,66,31.57993555822752
2020-05-16,Tennessee,6829174.0,62,27.579189375048475
2020-05-16,Texas,28995881.0,59,34.30652442216634
2020-05-16,Utah,3205958.0,62,30.34113283290766
2020-05-16,Vermont,623989.0,63,33.98004248347001
2020-05-16,Virginia,8535519.0,62,34.70480148500128
2020-05-16,Washington,7614893.0,73,40.64669623971314
2020-05-16,West Virginia,1792147.0,55,29.42653246986466
2020-05-16,Wisconsin,5822434.0,62,32.8655459330894
2020-05-16,Wyoming,578759.0,62,30.858239094768376
2020-05-17,Alabama,4903185.0,62,29.679438549266862
2020-05-17,Alaska,731545.0,60,33.198165488465754
2020-05-17,Arizona,7278717.0,59,38.67240878833422
2020-05-17,Arkansas,3017804.0,63,33.00588030614445
2020-05-17,California,39512223.0,66,46.22410965464284
2020-05-17,Colorado,5758736.0,67,38.97410316375676
2020-05-17,Connecticut,3565287.0,64,41.487822162110966
2020-05-17,Delaware,973764.0,64,43.143686317069395
2020-05-17,District of Columbia,705749.0,0,48.92432526075879
2020-05-17,Florida,21477737.0,63,38.519534738463406
2020-05-17,Georgia,10617423.0,64,34.100798903121635
2020-05-17,Hawaii,1415872.0,61,38.642688514056175
2020-05-17,Idaho,1787065.0,60,37.964721564179285
2020-05-17,Illinois,12671821.0,64,46.472769013289614
2020-05-17,Indiana,6732219.0,60,38.44515665491324
2020-05-17,Iowa,3155070.0,66,37.124665993118526
2020-05-17,Kansas,2913314.0,61,33.225959386965926
2020-05-17,Kentucky,4467673.0,61,33.687382966442364
2020-05-17,Louisiana,4648794.0,65,32.864796721922445
2020-05-17,Maine,1344212.0,63,34.45520896181035
2020-05-17,Maryland,6045680.0,63,44.781044167313794
2020-05-17,Massachusetts,6892503.0,68,43.110232287936185
2020-05-17,Michigan,9986857.0,62,43.989492470228484
2020-05-17,Minnesota,5639632.0,63,43.673645240757075
2020-05-17,Mississippi,2976149.0,61,30.693206934047872
2020-05-17,Missouri,6137428.0,59,35.52823762120341
2020-05-17,Montana,1068778.0,63,35.26374563408774
2020-05-17,Nebraska,1934408.0,66,36.2131780221976
2020-05-17,Nevada,3080156.0,65,42.94053891612336
2020-05-17,New Hampshire,1359711.0,64,37.92807814372007
2020-05-17,New Jersey,8882190.0,64,44.69376120647765
2020-05-17,New Mexico,2096829.0,63,38.20931124085059
2020-05-17,New York,19453561.0,70,45.229394513881104
2020-05-17,North Carolina,10488084.0,61,34.209543570285426
2020-05-17,North Dakota,762062.0,60,31.1827579058442
2020-05-17,Ohio,11689100.0,61,37.041333914044536
2020-05-17,Oklahoma,3956971.0,59,28.939200565642142
2020-05-17,Oregon,4217737.0,66,42.12367223591327
2020-05-17,Pennsylvania,12801989.0,63,40.652936047298276
2020-05-17,Puerto Rico,3193694.0,57,59.49714643655021
2020-05-17,Rhode Island,1059361.0,65,39.023780914760955
2020-05-17,South Carolina,5148714.0,63,30.856070319160203
2020-05-17,South Dakota,884659.0,67,32.49106454320728
2020-05-17,Tennessee,6829174.0,63,32.585928603201836
2020-05-17,Texas,28995881.0,60,34.36163439372567
2020-05-17,Utah,3205958.0,63,39.03605220819777
2020-05-17,Vermont,623989.0,64,35.959767004586155
2020-05-17,Virginia,8535519.0,63,39.13792253343488
2020-05-17,Washington,7614893.0,74,43.376065037141764
2020-05-17,West Virginia,1792147.0,56,31.87116588626898
2020-05-17,Wisconsin,5822434.0,63,43.86281136751375
2020-05-17,Wyoming,578759.0,63,33.502712043612014
2020-05-18,Alabama,4903185.0,63,25.51224948487287
2020-05-18,Alaska,731545.0,61,31.79547457329783
2020-05-18,Arizona,7278717.0,60,35.80439834810783
2020-05-18,Arkansas,3017804.0,64,26.276990555874292
2020-05-18,California,39512223.0,67,42.68579586428872
2020-05-18,Colorado,5758736.0,68,35.48910312183003
2020-05-18,Connecticut,3565287.0,65,41.41369713767193
2020-05-18,Delaware,973764.0,65,40.53734426427725
2020-05-18,District of Columbia,705749.0,0,50.149657597154395
2020-05-18,Florida,21477737.0,64,36.43911208475586
2020-05-18,Georgia,10617423.0,65,32.416151510861845
2020-05-18,Hawaii,1415872.0,62,36.83576556216098
2020-05-18,Idaho,1787065.0,61,32.262533732735854
2020-05-18,Illinois,12671821.0,65,39.42772235902038
2020-05-18,Indiana,6732219.0,61,33.314637809081304
2020-05-18,Iowa,3155070.0,67,31.29658287197203
2020-05-18,Kansas,2913314.0,62,29.088653244814697
2020-05-18,Kentucky,4467673.0,62,31.891027319448057
2020-05-18,Louisiana,4648794.0,66,26.982499190302573
2020-05-18,Maine,1344212.0,64,32.42349966692832
2020-05-18,Maryland,6045680.0,64,42.64844037289235
2020-05-18,Massachusetts,6892503.0,69,43.03720881148742
2020-05-18,Michigan,9986857.0,63,39.97477245617721
2020-05-18,Minnesota,5639632.0,64,35.89346658015403
2020-05-18,Mississippi,2976149.0,62,24.064325465308077
2020-05-18,Missouri,6137428.0,60,30.46068578245762
2020-05-18,Montana,1068778.0,64,30.72531954102228
2020-05-18,Nebraska,1934408.0,67,30.011800974871825
2020-05-18,Nevada,3080156.0,66,38.43824708675199
2020-05-18,New Hampshire,1359711.0,65,36.36751987919195
2020-05-18,New Jersey,8882190.0,65,43.49077415331222
2020-05-18,New Mexico,2096829.0,64,33.332900736494736
2020-05-18,New York,19453561.0,71,44.214611294540326
2020-05-18,North Carolina,10488084.0,62,32.8390505191766
2020-05-18,North Dakota,762062.0,61,28.287901438581592
2020-05-18,Ohio,11689100.0,62,35.47561835675875
2020-05-18,Oklahoma,3956971.0,60,24.922734830806853
2020-05-18,Oregon,4217737.0,67,39.05681094131589
2020-05-18,Pennsylvania,12801989.0,64,38.22023834219117
2020-05-18,Puerto Rico,3193694.0,58,52.921243843052366
2020-05-18,Rhode Island,1059361.0,66,39.669030654716785
2020-05-18,South Carolina,5148714.0,64,29.346800898516694
2020-05-18,South Dakota,884659.0,68,28.296352957703853
2020-05-18,Tennessee,6829174.0,64,29.57551465865457
2020-05-18,Texas,28995881.0,61,31.191473216876613
2020-05-18,Utah,3205958.0,64,32.15174415412744
2020-05-18,Vermont,623989.0,65,34.03082805348714
2020-05-18,Virginia,8535519.0,64,38.735125947369305
2020-05-18,Washington,7614893.0,75,39.70590566509361
2020-05-18,West Virginia,1792147.0,57,29.81129478831469
2020-05-18,Wisconsin,5822434.0,64,37.196909931409046
2020-05-18,Wyoming,578759.0,64,30.481298350457024
2020-05-19,Alabama,4903185.0,64,25.993787113586173
2020-05-19,Alaska,731545.0,62,34.50639437119641
2020-05-19,Arizona,7278717.0,61,36.62974117037429
2020-05-19,Arkansas,3017804.0,65,25.803171701573294
2020-05-19,California,39512223.0,68,41.39587847954568
2020-05-19,Colorado,5758736.0,69,36.720291650874884
2020-05-19,Connecticut,3565287.0,66,40.914381455499495
2020-05-19,Delaware,973764.0,66,40.973794406551825
2020-05-19,District of Columbia,705749.0,0,50.832103412943965
2020-05-19,Florida,21477737.0,65,35.51227019744679
2020-05-19,Georgia,10617423.0,66,30.894116890931848
